# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"","text"
"105","Save a cat, don’t look in the box… https://t.co/T3GDzvC6u2"
"106","@NeilHanlon @rocky_linux @Centos7 @AlmaLinux @ubuntu Indeed, It was earlier on, and I ran into some issues with the… https://t.co/YvHkO91iIN"
"107","@RajVermaCEO I used SingleStore for a benchmarking test between bare metal and type-1 virtualization environments.… https://t.co/w0WSdK9Mgg"
"108","@ImZackAdams Pytorch, def not as black boxy, hyper parameter handling as good as R."
"109","@jeffcotrupe @heychazza Proving the acid out of singlestore.  Lol."
"110","#Neuralink: 
From Novel Technology to Novel Applications: Comment on “An Integrated Brain-Machine Interface Platfor… https://t.co/QT9Ro5tl81"
"111","@_DanSebastianW_ $ echo ""head"" &gt; wall;"
"112","@kvncnls Ummm.... is that like saying that you need a computer for a computer science degree?"
"113","@dickiebush I agree, I continue to ""side hustle"" specifically to stay current, or 'sharp'. I know this isn't likely… https://t.co/Nxnih8R7a7"
"114","@DrP_Principal Truth."
"115","@elonmusk very cool https://t.co/815UD0N0Dc"
"116","@ me when you do this! https://t.co/Z89wunldM3"
"117","Great Paper by @StylianosMystakidis Very helpful in solidifying the 'definitions' surrounding the #Metaverse… https://t.co/6MyV0QyS4P"
"118","@toptnc @nixcraft @rocky_linux? @AlmaLinux ? What do you think?"
"1","@brujamala_666 @DirtyTeach @76Quiet @charmingmoms Hi!"
"2","@realTuckFrumper Total bull. He knew."
"3","@Mary9527101 Superb."
"4","@kangaroos991 He did a lot for the richest American people!"
"5","@Logically_JC They blame him for the lock downs."
"6","@MadScientistFF Replace Schumer with Richard Lewis"
"7","Wordle 706 3/6
⬜🟨⬜🟨⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
"8","@8WithATiara It causes me to worry the meal might kill me!"
"9","@TheRealDudja Slide down the bannister."
"10","@MuellerSheWrote @RepJamesComer https://t.co/SwNSk6BKwC"
"11","@ad6284791 I love it!"
"12","@KeneAkers Racists are gonna racist."
"13","@Bloodiamondbaby Maybe DB Cooper's money?"
"14","@sharon__celeste Beautiful!"
"15","@larrylazy36 Do they take PayPal?"
"16","@vickiringer Women need to vote as if their lives depend on it. They do."
"17","@AnnieForTruth Dangerous as well."
"18","@softtail65 Thin Lizzy - Whiskey in the Jar"
"19","@yunglysxxx 6th time is the charm?"
"20","@AnnieForTruth https://t.co/IlxZZx1JnR"
"21","@sloyoroll01973 Evil and cruel."
"22","@Big_Dead_Bird If they want any chance of re-election they will!"
"23","@realTuckFrumper He should be considering what he is going to do when he loses his bid."
"24","@RikHavic Nice one."
"25","@JosephAvaI64734 Firm!"
"26","@EdinaDebbie Wordle 705 4/6
🟨⬜⬜🟩⬜
⬜🟩⬜🟩⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩"
"27","@highbrow_nobrow Republicans will be voted out in record numbers if it were to happen!
It won't happen, though!"
"28","@Pastarte1234 He can bluster all he wants to, he is far from having the votes to default!"
"29","@DianeBernaerts Or anywhere else."
"30","@patriottakes He made racists proud to be racists."
"1","@NetgainOne yeah, good point - the story is more important right now but that’s because the story translates to fut… https://t.co/gbg5EMBMst"
"2","when you’re so myopically focused on defending a take that you fail to grasp markets as a discounting mechanism.… https://t.co/gIe5NHfXVg"
"3","@BlacklionCTA what’s your probability of default?"
"4","what a loser https://t.co/n4afBSTe0N"
"5","@iv_technicals l lc / s sc"
"6","https://t.co/NC1mJsDLzF https://t.co/TL5fSJzuN9"
"7","bruh https://t.co/GBWy4BaM6T"
"8","now making up fake tweets"
"9","“it [january 6th] was a beautiful day”"
"10","trump on cnn immediately casts doubt on the election and call the us a third world country… here we go again"
"11","@mwilcox how large is the network now?"
"12","THE MID-SINGULARITY, OR, THE BEAUTY OF THE TRANSLATION https://t.co/xajPZHhwEX"
"13","The Ideology of Putin's Russia https://t.co/wOhiVJcsuA via @YouTube"
"14","here’s how the tiktok format creates organic propaganda that can and will be  leveraged by pro-CCP (i don’t care if… https://t.co/gUjbcSEhWb"
"15","you can earn up $25-45/hour right now to help yourself earn $0/hour in the future :) https://t.co/vWZ6A8G8qo"
"16","what’s the mpc https://t.co/QH3iW7kXPT"
"17","https://t.co/OsI1QXd6wq"
"18","this is a bot spreading chinese disinfo in english https://t.co/7kIvpUPrkc"
"19","this is a bot https://t.co/WdE5IHoEOz"
"20","this is also a bot https://t.co/EWVVxJXRpZ"
"21","like this is a bot 10000% just look through https://t.co/ULCp6Ukr7c"
"22","like https://t.co/cvO5UkIUII"
"23","almost to breakaway but still on this thread
“If abused, ChatGPT is capable of writing misleading content that mim… https://t.co/Ay9rjPPdC4"
"24","3 years ago, a deleted user generated “nightcore” music using what appears to be an early an earlier generative AI… https://t.co/CCnJGCTgHi"
"25","https://t.co/znFCEemMgp"
"26","https://t.co/p5PUyUMFaj
Think about how these two things tie for a second https://t.co/H0LPwt0llv"
"27","wat https://t.co/l7tljUdQAt"
"28","@iv_technicals oh wow.. had no idea - hopefully can get there this summer"
"29","@iv_technicals where is"
"30","@JackMurphyRGR logic train - putin orders ns2 demolition concurrent with “suicides” of prominent gazprom execs to e… https://t.co/1y6qjuHpry"
"31","@bigbrainCFA marathon eats"
"32","they call me the 1.000-ton uzbek bridge erection machine placed in the desired place https://t.co/Yx67fQP0Ih"
"33","calling apple fascist is a very strange thing to do"
"34","like holy shit you are insane https://t.co/tq01CcrAiv"
"35","how can people be this stupid https://t.co/jtidbLUYG8"
"36","i am day traders… buy downside gamma daily, end up losing 5% of pa in 1.5mo, get whoosh down and recover all of it… https://t.co/AhKBk8hjSM"
"37","@LevFinCynic never wrong, just early… but they’ve been pretty fucking early"
"38","holy s-curve https://t.co/BPlhY2ATiK"
"39","🤯🤯🤯🤯🤯🤯 https://t.co/EtzhJdJhFz"
"40","you guys can tell when you stumble on a government influence twitter account … right? and then you see the ones tha… https://t.co/zIWDD8QuUC"
"41","this is the most midwit shit i’ve seen on here in a long time. you can’t just “calculate vix” with some random fitt… https://t.co/dTbrBh0hEd"
"42","@risk_punter @frankoz95967943 because that wouldn’t fit his narrative"
"43","@Ksidiii need this https://t.co/sDEElTMBIk"
"44","tell me this has nothing to do with the market chopping to nowhere in the past year https://t.co/bDueFw6OU0"
"45","@salr_nyc my thoughts exacrly but tucker is way too soulless"
"46","@VolatilityWiz marko ez. he flipped short right around the bottom in oct"
"47","@mnskymoment here comes your namesake"
"48","@Trade_The_Swing explains some of VIX upside going through yest + the follow today"
"49","market continue uply if realizeds go bigly down"
"50","@SilingWu an a country that *needs* to coalesce around a common cause otherwise it will disintegrate … nothing pers… https://t.co/GdYIyq1NyN"
"51","@SilingWu touché sir"
"52","@SilingWu a country that could coalesce around a common cause (China)"
"53","@SilingWu hahahaha"
"54","@SilingWu For you, the United States is:"
"55","THE ENEMY https://t.co/n0ymvh4o4f"
"56","@SilingWu the enemy"
"57","@INArteCarloDoss eh, we still have a couple of years before going to war with china before fully ending dollar hegemony"
"58","@Tekesteex @JamesCopnall yeah that’s shitty - i was not lol… but am i crazy or was that guy getting shot @"
"59","@herbert_bushman love the pod. some unsolicited advice - you should put links to your social media in the podcast d… https://t.co/fHOJaA85K4"
"60","@JamesCopnall this guy getting shot at and still filming lol https://t.co/Udo8kemcyX"
"61","oh so this explains the “weather balloon” rhetoric from China. a stab at historical surveillance program of USSR https://t.co/3yZ0LrJQvd"
"62","labor market still too tight https://t.co/8jO1kLlElJ"
"63","lol - u gon learn today boy https://t.co/2sJoAAWBQL"
"64","@Bitfinexed is that a material % of his total holdings? maybe bleeding into mkt to buy a house or some shit"
"65","@deerpointmacro i would disagree on this being causal, just correlated since rates tend to go up during times of economic expansion"
"66","@TaviCosta diesel ban in europe / crude ban, need to export sour to europe"
"67","@bigbrainCFA i just got slapped w/ like $7k in maintenance … carvana sale here i come"
"68","@BlacklionCTA any idea how liquid this market is? i keep an eye on these myself but don’t know much about the market"
"69","@bigbrainCFA @Fullcarry but the hysteria is over. i’m dick deep kre calls"
"70","what’s the trade https://t.co/fDVVrEjZa5"
"71","@Fullcarry time deposits &gt; demand deposits for making loans … goes without saying. feel like this deposit hysteria is ridiculously overblown"
"72","i’ve been saying this for almost a year - it’s going to be central clearing houses. if CS blew up, going to get som… https://t.co/hAUEDOYpbB"
"73","@bigbrainCFA addy from home-ng"
"74","qqq/small cap spread might seem extreme, but avg fwd return (1mo) is still roughly in favor of qqq at this spread level!!"
"75","@rossiadam @hkuppy seems like a decent boutique bookseller business"
"76","doublespeak proficient CCCPspeak https://t.co/UPscItzGPW"
"77","@bigbrainCFA …. all of it?"
"78","what could go wrong? not a sarcastic/rhetorical - what do u guys really think? https://t.co/UyKQu8Nbik"
"79","wtf i just watch https://t.co/jCnSio3xT4"
"80","@KanekoaTheGreat ur moms chest hair"
"81","this is very unsettling https://t.co/ymZuAaGRwF"
"82","what’s the trade? https://t.co/4QMPnOI66U"
"83","@bigbrainCFA @anonfpa preparing for alien invasion bro"
"84","@VolatilityWiz (re: earlier tweet on vol control donkeys)"
"85","@VolatilityWiz so retail at the end of the day"
"86","@VolatilityWiz these are mostly insurance products - think fixed index annuities + the gamut of other index annuity… https://t.co/aOk23I35tb"
"87","@maxocito13 sorry again, kocain"
"88","@maxocito13 sorry, kocaine"
"89","@maxocito13 just some kokain"
"90","friday night nahamsayjn(???) https://t.co/jPIcrub9D9"
"91","(morgenthaus take on critics of the american intervention in WW1, not the actual reasons he argues)"
"92","perhaps. perhaps now these interests remain entrenched, but in different forms. perhaps https://t.co/SdPhMIPIDW"
"93","more on above https://t.co/sce261JFcL"
"94","(speaking on wilson’s purposefully driven decision to engage in WW1)"
"95","what’s not said - through american hegemony is this made possible. morgenthau 1960 https://t.co/MBkLMIVjjw"
"96","glad we added beta to apac, nothing too hawkish at all here"
"97","mccarthy just accidentally clapped for the bipartisan antitrust regulation"
"98","lmao biden with the entitlements 5D chess"
"99","@egh009 @l1quid1ty @OffTheRunTrades be a mm and hedge w swaps"
"100","@OffTheRunTrades @MacroTactical he literally said “this time is different” re: labor market"
"101","@BlacklionCTA rubenstein is great, has a ton of other quality interviews with people of that calibre. helps having… https://t.co/UToRyiTNqA"
"102","so after SOTU https://t.co/PtDPDpx4uL"
"103","so incredibly tragic. https://t.co/7Vi5WYeAYj"
"104","“dirty bomb” “chemical weapons” setting the stage for nonconventional escalation. https://t.co/GomEntf8FO"
"105","log scale pls https://t.co/QDYW0pIktO"
"106","4chan &gt;170 https://t.co/cnmMAkm2JQ"
"107","POV - you’re from the balkans https://t.co/tr6HWhtr3C"
"108","@LevFinCynic i sent that chart in chat lol"
"109","@LevFinCynic holy fuck that was you in the distressed credit chat"
"110","“statistics” (r^2=0.02, t-stat = 0.5) https://t.co/JqfpRipxWM"
"111","source: twitter https://t.co/TnVpqysSV6"
"112","@countrpartyrisk @VolatilityWiz when you learn billions of man hours have gone into computing a dynamic moving aver… https://t.co/Y7mAdbE6R5"
"113","@ONAN_OUS pain trade is mega cap tech continues to rally"
"114","@17catspaw need some convexity, would probably buy outright and bench the alloc w some high conviction tilts if tha… https://t.co/N8uQQrmygb"
"115","also payrolls friday could see some damage done, but based on what i’m seeing in some higher frequency shit, that’s probably unlikely"
"116","(now that i’ve tweeted this, we are going to retest 22 lows by valentine’s day)"
"117","but the pain in excess space is simply too much - need to add risk, and i know other real money mgrs feel the same… https://t.co/j0fN1KmEKR"
"118","honestly, this market probably going to rip until we get a soft labor print which won’t be for a while. powell was… https://t.co/qa5DjHRAvB"
"119","day 45 being asked if we should still be short growth / beta across all of our alllcs https://t.co/yPyKJfdnw3"
"120","&gt;tfw this is a political game https://t.co/8zz3np0Gpm"
"121","@iv_technicals Libya"
"122","anyone have a system for keeping up with all news sites? https://t.co/6iwvxwJtz0"
"123","does this guy do anything forward looking? https://t.co/RL1BepquU6"
"124","@bigbrainCFA management certainly putting pressure on, loving soft landing idea. so dumb"
"125","@OffTheRunTrades ur not wrong bucko https://t.co/TlJLe9pRBR"
"126","@rip_xfl will report back"
"127","i’m blown away by how powerful this is https://t.co/PrOWIw2aS4"
"128","https://t.co/PENghP2heu https://t.co/mf1JjG5blZ"
"129","this is the face you make when you go on late night to promo your book but end up soiling your legacy instead https://t.co/fsD61RzdJN"
"130","ya my choppa hold a 💯my car go 💯💯baby *alt esf down key down key f2*"
"131","@rip_xfl 69-70…. in this economy!"
"132","#NewProfilePic https://t.co/IdtC8HJpT7"
"133","lol https://t.co/jJTOWQLH8Y"
"134","we are not a serious country https://t.co/4alRhQnfmg"
"135","it’s an absolute shame that not one single person covers this travesty of a war through anything other than overtly… https://t.co/Bbg3gRxvW8"
"136","@MagnusMacro a fellow heel… interesting. class of__?"
"137","the west is not a serious place https://t.co/Oc21UlGfj3"
"138","recall we still are in syria https://t.co/IBwvgqIyCX"
"139","@stackgallo dadcuckery?"
"140","i am once again stuck behind degen scratch off gamblers inside a circle k"
"141","this is fucking insane lol https://t.co/YACXBjkI9u"
"142","amen, brother. shaved a few months off my physical existence https://t.co/GCPEQ1RjtC"
"143","the franco-german border is a thick alpine forest with few roads…. https://t.co/tGt6WstfUV"
"144","i’m sure you’re an okay guy, but go fuck yourself kuroda"
"145","@CarolinaYeti @Squilly69420 or annex basement in your cases"
"146","@CarolinaYeti @Squilly69420 maybe basement time"
"147","pls advize thx"
"148","this analyst keeps making the same mistakes over and over and over. i don’t think sugar coating it helpful on a gof… https://t.co/atVc9rts5x"
"149","@bigbrainCFA @privatebankass what if is a tumi"
"150","#NewProfilePic https://t.co/Lu6KyG8R0j"
"151","inject in my veins https://t.co/XKb7ASvRud"
"152","@jasonfurman how about my term, “wage-price reflexivity”"
"153","if you really think about it, social media is merely AI. An brute force form, but nonetheless, AI. A good chunk of… https://t.co/L5D27YzKdG"
"154","@RoyIsThaTruth that look like my pediatrician dog walker"
"155","there’s a reason for this https://t.co/Jqo5FizjZX"
"156","what say you @RWApodcast https://t.co/kzVAVVYbj2"
"157","fantastic, pls pass https://t.co/Fv61NseVpL"
"158","@Simple_Matt0_o @financialjuice doesn’t matter if they’re stuck"
"159","can’t reopen now, biatch - biden, menendez, and mcconnell (probably) https://t.co/hbiRRTSxRT"
"160","afters at cole mayes was lit ln"
